id,customer_id,timestamp,channel,text,emotion_label,sentiment_label
ROW00041,CUST0186,2026-03-01 09:17:00,call_transcript,i mean you sell our usage data to third parties uh without making like that clear anywhere,disgust,bad
ROW00042,CUST0052,2026-07-02 01:39:40,call_transcript,did not realize the i mean new uh plan tier you know included that feature for free pleasantly surprised,surprise,good
ROW00043,CUST0637,2026-07-12 07:46:34,call_transcript,were just a little disappointed cause the you know old template feature got taken away,sadness,bad
ROW00044,CUST0142,2026-04-17 22:21:32,call_transcript,not sure what happens honestly to our account if the payment fails again next month you know,fear,bad
ROW00045,CUST0002,2026-03-08 11:40:38,survey_feedback,"Ok so you guys charged me twice this month and nobody on chat could explain why, just flagging it.",anger,bad
ROW00046,CUST0631,2026-05-23 21:43:13,survey_feedback,"Honestly, the onboarding checklist made getting started genuinely painless, just flagging it.",joy,good
ROW00047,CUST0500,2026-04-03 14:42:06,call_transcript,you keep honestly auto enrolling like us i mean in paid add ons we never asked for,disgust,bad
ROW00048,CUST0748,2026-03-06 09:21:45,call_transcript,so you keep auto honestly enrolling us in paid add ons we never asked for um,disgust,bad
ROW00049,CUST0449,2026-04-28 19:28:34,survey_feedback,"Not gonna lie, we really wanted this to work out, it just didnt end up being the right fit.",sadness,bad
ROW00050,CUST0401,2026-07-03 19:41:25,call_transcript,the integration broke uh after your last honestly update and nobody warned us it was coming,anger,bad
ROW00051,CUST0102,2026-02-23 02:50:31,call_transcript,honestly um we uh just stopped seeing the point of it kind you know of sad it didnt work out for us in the end,sadness,bad
ROW00052,CUST0448,2026-07-06 06:47:44,survey_feedback,"Ok so support walked me through the backup settings and now i feel a lot better about it, just flagging it.",joy,good
ROW00053,CUST0125,2026-07-10 06:28:55,survey_feedback,Ok so support keeps closing my ticket without actually fixing anything.,anger,bad
ROW00054,CUST0057,2026-05-09 21:04:51,survey_feedback,"Ok so were just a little disappointed cause the old template feature got taken away, figured id mention it.",sadness,bad
ROW00055,CUST0686,2026-05-07 07:57:46,call_transcript,so didnt realize uh the free trial you know would auto convert um without reminding us first,surprise,bad
ROW00056,CUST0148,2026-02-26 22:38:44,survey_feedback,"So the feature we asked about last year still hasnt shown up and weve kind of given up hope, just flagging it.",sadness,bad
ROW00057,CUST0361,2026-03-23 13:37:54,call_transcript,wanted to ask if theres a bulk import you know option for existing records,neutral,neutral
ROW00058,CUST0180,2026-04-11 08:18:08,survey_feedback,"Just wanted to say, kind of bummed they removed the old reporting view, i really relied on that for my weekly standups.",sadness,bad
ROW00059,CUST0237,2026-08-21 00:17:34,call_transcript,didnt realize the free trial would uh auto convert without reminding us first,surprise,bad
ROW00060,CUST0460,2026-08-21 04:58:48,survey_feedback,"Quick note, kind of bummed they removed the old reporting view, i really relied on that for my weekly standups, wanted to put that on record.",sadness,bad
ROW00061,CUST0426,2026-08-16 09:35:47,survey_feedback,"Quick note, the marketing emails dont stop no matter how many times i unsubscribe, figured id mention it.",disgust,bad
ROW00062,CUST0583,2026-03-22 11:08:49,survey_feedback,"Ok so switching from spreadsheets to this has saved our whole team hours every week, just flagging it.",joy,good
ROW00063,CUST0673,2026-06-25 22:18:00,survey_feedback,"Just wanted to say, wasnt expecting our whole team to get logged out with zero warning during the outage, just flagging it!",surprise,bad
ROW00064,CUST0541,2026-05-05 00:52:15,call_transcript,is there a way to export invoices as csv like instead of pdf,neutral,neutral
ROW00065,CUST0049,2026-07-02 16:53:45,survey_feedback,"Just wanted to say, is my data actually backed up somewhere, im a bit nervous about losing my project files.",fear,bad
ROW00066,CUST0504,2026-03-03 18:22:56,call_transcript,the way honestly you buried the cancel button i mean in three different menus feels really shady,disgust,bad
ROW00067,CUST0643,2026-08-18 04:02:40,survey_feedback,"Not gonna lie, your team fixed my ticket within an hour, way faster than i expected.",joy,good
ROW00068,CUST0047,2026-04-29 13:27:16,survey_feedback,"Quick note, wanted to ask if theres a bulk import option for existing records.",neutral,neutral
ROW00069,CUST0193,2026-04-13 00:43:21,survey_feedback,"So wasnt expecting the feature we rely on to just disappear without any notice, wanted to put that on record.",surprise,bad
ROW00070,CUST0373,2026-04-14 09:56:09,call_transcript,honestly we just stopped seeing the point of it kind of sad you know it didnt work out for us in the end like,sadness,bad
ROW00071,CUST0130,2026-08-21 14:07:05,call_transcript,uh five years in and still our go um to platform genuinely happy with how its like evolved,joy,good
ROW00072,CUST0187,2026-02-22 06:25:51,call_transcript,wasnt um expecting like support to respond this you know fast on a weekend really impressed,surprise,good
ROW00073,CUST0718,2026-06-08 01:06:25,call_transcript,five years in and still you know our go to platform genuinely happy with uh how its evolved,joy,good
ROW00074,CUST0733,2026-03-19 20:34:45,call_transcript,you sell our usage um data to third parties without making that you know clear anywhere,disgust,bad
ROW00075,CUST0278,2026-06-23 06:49:22,survey_feedback,"Honestly, the free trial silently converted to a paid plan without any reminder, just flagging it.",disgust,bad
ROW00076,CUST0592,2026-02-25 23:14:44,call_transcript,i honestly had to explain the same issue to three uh different agents you know and got nowhere,anger,bad
ROW00077,CUST0246,2026-03-24 11:56:05,call_transcript,so did not expect the new integration to be this easy to set up honestly like impressed,surprise,good
ROW00078,CUST0036,2026-02-26 23:43:42,survey_feedback,"Honestly, wasnt expecting our whole team to get logged out with zero warning during the outage!",surprise,bad
ROW00079,CUST0222,2026-05-09 07:27:34,call_transcript,did not realize the new plan tier included you know that feature uh for free pleasantly surprised,surprise,good
ROW00080,CUST0560,2026-03-05 08:35:33,survey_feedback,"Just wanted to say, customer support read from a script the entire time and never actually listened, just flagging it.",disgust,bad
ROW00081,CUST0559,2026-08-13 20:54:23,call_transcript,we really wanted this um to work out it just didnt end up honestly being the like right fit,sadness,bad
ROW00082,CUST0226,2026-08-11 01:19:00,survey_feedback,"Quick note, im nervous the price is going to jump again at the next renewal, wanted to put that on record.",fear,bad
ROW00083,CUST0346,2026-03-18 16:35:40,call_transcript,im scared honestly we're going like to lose our historical reports if i mean we switch plans,fear,bad
ROW00084,CUST0317,2026-08-14 21:38:06,call_transcript,five years in and still our go to platform genuinely happy with how its evolved um,joy,good
ROW00085,CUST0556,2026-04-17 06:23:41,call_transcript,did honestly not expect the price to jump that like much on renewal nobody mentioned it in you know the email,surprise,bad
ROW00086,CUST0060,2026-07-01 05:03:44,survey_feedback,Wanted to ask if theres a bulk import option for existing records.,neutral,neutral
ROW00087,CUST0441,2026-05-23 21:53:00,survey_feedback,"Weve had four outages this quarter and every time we call support its a 40 minute wait, wanted to put that on record.",anger,bad
ROW00088,CUST0356,2026-05-04 22:02:16,call_transcript,your team fixed um my ticket within an hour way faster than i expected you know,joy,good
ROW00089,CUST0684,2026-07-15 03:14:52,call_transcript,its disappointing watching a tool we used to i mean love um slowly stop fitting what we uh need,sadness,bad
ROW00090,CUST0119,2026-04-11 21:40:11,survey_feedback,"Just wanted to say, support tried to guilt trip me into staying instead of just helping me cancel, figured id mention it!",disgust,bad
ROW00091,CUST0188,2026-08-19 19:02:34,call_transcript,so five years like in and still our i mean go to platform genuinely happy um with how its evolved,joy,good
ROW00092,CUST0483,2026-06-29 20:49:13,call_transcript,did not uh expect the price to jump that much on renewal nobody mentioned it in the email like,surprise,bad
ROW00093,CUST0047,2026-04-13 05:24:38,survey_feedback,The new integration took five minutes to set up and just worked.,joy,good
ROW00094,CUST0075,2026-03-30 05:15:40,survey_feedback,"Ok so a bit concerned about the response times lately, our tickets have been sitting longer than usual.",fear,bad
ROW00095,CUST0071,2026-04-22 00:29:16,call_transcript,is there honestly a way to export invoices as csv instead of pdf,neutral,neutral
ROW00096,CUST0516,2026-08-16 05:38:17,call_transcript,my card i mean was declined and it locked me out of my own account um for a you know whole day,anger,bad
ROW00097,CUST0591,2026-04-02 10:47:15,call_transcript,we really like wanted this to work uh out it just didnt end up being i mean the right fit,sadness,bad
ROW00098,CUST0491,2026-03-06 03:42:04,survey_feedback,"Honestly, your api rate limit is blocking our entire workflow during our busiest hours, just flagging it.",anger,bad
ROW00099,CUST0445,2026-04-22 11:32:10,call_transcript,like kind of bummed they removed the old reporting um view i really relied on that for uh my weekly standups,sadness,bad
ROW00100,CUST0633,2026-03-20 21:56:47,call_transcript,kind of i mean bummed they removed the old reporting view i really relied on that for my weekly standups,sadness,bad
ROW00101,CUST0472,2026-04-22 11:33:30,survey_feedback,So wasnt expecting the feature we rely on to just disappear without any notice.,surprise,bad
ROW00102,CUST0234,2026-04-08 00:49:11,call_transcript,its i mean fine um does what we need i uh guess,neutral,neutral
ROW00103,CUST0143,2026-08-03 14:23:21,survey_feedback,"Ok so the account manager checked in on us again today, really appreciate how proactive support has been.",joy,good
ROW00104,CUST0650,2026-07-23 19:51:51,call_transcript,so you sell our usage data to like third parties without making that clear anywhere,disgust,bad
ROW00105,CUST0548,2026-05-21 22:04:30,call_transcript,like the mobile app finally works flawlessly even with you know our full dataset loaded,joy,good
ROW00106,CUST0313,2026-02-26 07:10:20,call_transcript,the export feature has been broken for a um week i mean and support uh still hasnt replied,anger,bad
ROW00107,CUST0611,2026-07-22 23:58:26,call_transcript,so im nervous the price you know is going to jump again at the i mean next renewal,fear,bad
ROW00108,CUST0560,2026-05-11 14:44:41,call_transcript,so havent you know really had time to dig um into the new features still just using it for i mean the basics,neutral,neutral
ROW00109,CUST0019,2026-08-11 06:55:03,call_transcript,im concerned um we honestly wont be able to export everything if we i mean ever need to leave,fear,bad
ROW00110,CUST0131,2026-05-31 20:36:58,call_transcript,the fine print on the honestly renewal terms feels deliberately like misleading,disgust,bad
ROW00111,CUST0277,2026-07-28 22:39:33,call_transcript,wasnt expecting i mean support to respond this fast on a weekend really impressed,surprise,good
ROW00112,CUST0177,2026-08-11 08:39:38,call_transcript,so the new dashboard update is amazing it saved me so much i mean time this week,joy,good
ROW00113,CUST0178,2026-06-26 08:06:00,call_transcript,im nervous the price is going to uh jump again at the next renewal,fear,bad
ROW00114,CUST0332,2026-06-21 18:12:22,call_transcript,is my data actually backed like up somewhere i mean im a bit nervous about losing my project files honestly,fear,bad
ROW00115,CUST0419,2026-07-03 01:56:39,call_transcript,um still kind of missing the old templates i mean weve just been doing things manually since,sadness,bad
ROW00116,CUST0015,2026-06-01 10:35:20,call_transcript,the feature we asked about last year still hasnt shown up and i mean weve kind of given up hope,sadness,bad
ROW00117,CUST0282,2026-06-14 14:38:50,survey_feedback,"You sell our usage data to third parties without making that clear anywhere, wanted to put that on record.",disgust,bad
ROW00118,CUST0190,2026-07-07 06:36:31,call_transcript,so the uh export feature has been broken for you know a week and support still hasnt replied,anger,bad
ROW00119,CUST0473,2026-04-14 22:31:04,call_transcript,kind of sad our whole like team has just quietly stopped uh using half the features we used to love,sadness,bad
ROW00120,CUST0569,2026-04-06 12:43:10,survey_feedback,"Just wanted to say, the mobile app finally works flawlessly even with our full dataset loaded, just flagging it!",joy,good
ROW00121,CUST0360,2026-02-27 15:01:24,call_transcript,our compliance team is asking about your data retention policy and honestly i dont um have answers,fear,bad
ROW00122,CUST0560,2026-07-25 14:14:36,survey_feedback,"Just wanted to say, support keeps closing my ticket without actually fixing anything, wanted to put that on record.",anger,bad
ROW00123,CUST0587,2026-07-10 17:13:49,survey_feedback,"Honestly, i keep getting charged for seats we already removed weeks ago, wanted to put that on record.",anger,bad
ROW00124,CUST0475,2026-06-19 00:54:42,call_transcript,havent really um had time to dig i mean into the new features still just using it for honestly the basics,neutral,neutral
ROW00125,CUST0279,2026-06-27 15:58:42,call_transcript,so still kind of honestly missing the old templates weve just been doing things manually um since i mean,sadness,bad
ROW00126,CUST0697,2026-04-27 17:45:53,survey_feedback,"The integration broke after your last update and nobody warned us it was coming, wanted to put that on record.",anger,bad
ROW00127,CUST0246,2026-06-09 16:45:21,call_transcript,so wasnt expecting our whole team to get logged you know out with like zero warning during the outage,surprise,bad
ROW00128,CUST0557,2026-07-20 03:14:29,call_transcript,the fine print on the renewal like terms feels deliberately misleading,disgust,bad
ROW00129,CUST0651,2026-07-23 20:34:58,call_transcript,not uh much to report this month i mean usage has been about the you know same as usual,neutral,neutral
ROW00130,CUST0103,2026-06-15 20:36:30,survey_feedback,"Honestly, support keeps closing my ticket without actually fixing anything, figured id mention it.",anger,bad
ROW00131,CUST0729,2026-07-29 04:59:33,call_transcript,our compliance team is asking about your data retention um policy and i dont have answers,fear,bad
ROW00132,CUST0243,2026-08-12 06:09:19,call_transcript,the like export feature has been broken for a week and honestly support uh still hasnt replied,anger,bad
ROW00133,CUST0521,2026-04-20 12:58:18,survey_feedback,"Just wanted to say, wasnt expecting support to respond this fast on a weekend, really impressed.",surprise,good
ROW00134,CUST0741,2026-06-20 14:05:59,survey_feedback,"Just wanted to say, its fine, does what we need i guess.",neutral,neutral
ROW00135,CUST0275,2026-03-06 08:19:53,call_transcript,i had to i mean explain the you know same issue to three different agents and um got nowhere,anger,bad
ROW00136,CUST0590,2026-08-14 08:55:10,survey_feedback,"So did not realize the new plan tier included that feature for free, pleasantly surprised, just flagging it.",surprise,good
ROW00137,CUST0722,2026-05-26 13:17:03,survey_feedback,"The new dashboard update is amazing, it saved me so much time this week, wanted to put that on record.",joy,good
ROW00138,CUST0148,2026-05-14 17:38:57,survey_feedback,"Just wanted to say, were just a little disappointed cause the old template feature got taken away, just flagging it.",sadness,bad
ROW00139,CUST0538,2026-04-19 04:47:55,survey_feedback,"Just wanted to say, you keep auto enrolling us in paid add ons we never asked for, wanted to put that on record.",disgust,bad
ROW00140,CUST0362,2026-07-02 21:39:44,call_transcript,still i mean kind of missing the old templates weve just been doing things manually since,sadness,bad
ROW00141,CUST0076,2026-06-28 03:37:57,call_transcript,honestly the um redesigned reporting view is so much easier to you know read than before,joy,good
ROW00142,CUST0003,2026-08-17 02:44:33,survey_feedback,"So the account manager checked in on us again today, really appreciate how proactive support has been, just flagging it.",joy,good
ROW00143,CUST0089,2026-03-28 05:42:12,call_transcript,so im honestly worried uh this outage means our customer data was exposed somehow,fear,bad
ROW00144,CUST0447,2026-06-15 05:00:52,call_transcript,so the new integration took five minutes like to honestly set up and just worked you know,joy,good
ROW00145,CUST0001,2026-04-14 17:27:19,call_transcript,honestly wondering if the api has i mean a sandbox environment for testing,neutral,neutral
ROW00146,CUST0680,2026-04-25 15:39:34,survey_feedback,"Quick note, im concerned we wont be able to export everything if we ever need to leave.",fear,bad
ROW00147,CUST0095,2026-02-24 20:09:03,survey_feedback,"Quick note, im worried that if i migrate my data over to the new plan i might lose everything, wanted to put that on record.",fear,bad
ROW00148,CUST0225,2026-03-03 04:54:55,survey_feedback,"Just wanted to say, the feature we asked about last year still hasnt shown up and weve kind of given up hope, just flagging it.",sadness,bad
ROW00149,CUST0285,2026-07-29 23:12:46,call_transcript,so the free trial silently converted to a paid plan um without any reminder,disgust,bad
ROW00150,CUST0140,2026-08-09 20:21:47,call_transcript,so didnt realize the free trial would auto convert without reminding i mean us you know first,surprise,bad
ROW00151,CUST0549,2026-07-25 04:20:21,call_transcript,did not expect the new integration to honestly be this easy to set i mean up honestly impressed,surprise,good
ROW00152,CUST0123,2026-07-17 05:07:23,survey_feedback,"Just wanted to say, im not confident the new permissions setup is actually secure, wanted to put that on record.",fear,bad
ROW00153,CUST0210,2026-06-05 21:52:10,call_transcript,not much to honestly report this month usage um has been about the same you know as usual,neutral,neutral
ROW00154,CUST0352,2026-03-09 16:37:55,call_transcript,whats the difference um between you know the pro and enterprise support tiers honestly exactly,neutral,neutral
ROW00155,CUST0696,2026-07-22 19:44:39,call_transcript,so kind of sad our whole honestly team has just quietly stopped using half the features we used to love,sadness,bad
ROW00156,CUST0169,2026-03-10 16:37:08,call_transcript,still kind of missing the um old templates like weve just been doing things uh manually since,sadness,bad
ROW00157,CUST0135,2026-07-19 22:28:31,survey_feedback,"Honestly, support walked me through the backup settings and now i feel a lot better about it, just flagging it.",joy,good
ROW00158,CUST0578,2026-03-02 08:31:21,call_transcript,the new dashboard update is amazing like it saved me so much i mean time you know this week,joy,good
ROW00159,CUST0472,2026-05-19 18:29:44,call_transcript,we tried to make it work i mean but it just doesnt fit our workflow anymore sorry to go,sadness,bad
ROW00160,CUST0023,2026-03-27 11:10:48,call_transcript,so wasnt expecting the feature you know we rely on to just disappear without any notice,surprise,bad
ROW00161,CUST0378,2026-07-07 04:34:59,survey_feedback,"Ok so a bit concerned about the response times lately, our tickets have been sitting longer than usual, wanted to put that on record.",fear,bad
ROW00162,CUST0581,2026-05-23 11:57:40,survey_feedback,"Quick note, my card was declined and it locked me out of my own account for a whole day, wanted to put that on record.",anger,bad
ROW00163,CUST0430,2026-07-24 16:34:02,call_transcript,so the marketing emails i mean dont stop no uh matter how many times i unsubscribe honestly,disgust,bad
ROW00164,CUST0589,2026-03-04 03:20:59,call_transcript,honestly checking whether like the new update changes um anything for our current workflow,neutral,neutral
ROW00165,CUST0320,2026-04-27 08:01:32,call_transcript,wanted to ask if theres a bulk import um option for existing records,neutral,neutral
ROW00166,CUST0617,2026-03-30 18:22:06,survey_feedback,"Not gonna lie, our compliance team is asking about your data retention policy and i dont have answers, wanted to put that on record.",fear,bad
ROW00167,CUST0305,2026-07-10 06:22:26,survey_feedback,"Just wanted to say, you guys charged me twice this month and nobody on chat could explain why, figured id mention it.",anger,bad
ROW00168,CUST0581,2026-06-29 05:33:55,survey_feedback,"Just wanted to say, the onboarding checklist made getting started genuinely painless, just flagging it.",joy,good
ROW00169,CUST0125,2026-05-13 18:02:50,survey_feedback,"Just wanted to say, can someone confirm if our renewal date changed before next quarter, just flagging it.",neutral,neutral
ROW00170,CUST0749,2026-06-16 05:42:18,survey_feedback,"Im not confident the new permissions setup is actually secure, just flagging it.",fear,bad
ROW00171,CUST0294,2026-04-28 05:59:55,call_transcript,customer support read from a script the you know entire time and never actually listened,disgust,bad
ROW00172,CUST0546,2026-03-05 18:13:28,call_transcript,a bit concerned about the honestly response times lately our tickets have been sitting i mean longer like than usual,fear,bad
ROW00173,CUST0409,2026-05-31 10:48:48,call_transcript,its disappointing watching a tool we used honestly to love slowly you know stop fitting what we need like,sadness,bad
ROW00174,CUST0716,2026-06-26 08:39:37,survey_feedback,"Ok so kind of bummed they removed the old reporting view, i really relied on that for my weekly standups, just flagging it!",sadness,bad
ROW00175,CUST0201,2026-04-04 16:30:47,call_transcript,didnt realize the uh free trial um would auto like convert without reminding us first,surprise,bad
ROW00176,CUST0130,2026-05-23 01:13:07,call_transcript,honestly were just a little disappointed cause the uh old template feature got taken away,sadness,bad
ROW00177,CUST0014,2026-03-03 06:29:52,survey_feedback,"Finally managed to cancel after 20 minutes of being redirected between pages, wanted to put that on record!",anger,bad
ROW00178,CUST0158,2026-02-27 17:54:49,survey_feedback,"Just wanted to say, the free trial silently converted to a paid plan without any reminder.",disgust,bad
ROW00179,CUST0629,2026-07-28 07:41:21,call_transcript,so your team fixed my ticket within an hour um way faster than i expected,joy,good
ROW00180,CUST0643,2026-03-15 09:17:35,call_transcript,so the marketing emails dont stop no matter how uh many times i unsubscribe,disgust,bad
ROW00181,CUST0620,2026-06-30 08:26:43,call_transcript,um didnt realize the free trial would auto convert without reminding uh us first,surprise,bad
ROW00182,CUST0720,2026-08-13 19:20:19,call_transcript,finally managed you know to cancel after 20 minutes of being redirected uh between like pages,anger,bad
ROW00183,CUST0509,2026-05-11 09:36:28,call_transcript,the redesigned reporting view is so much easier like to read i mean than before,joy,good
ROW00184,CUST0507,2026-03-02 17:26:23,call_transcript,you sell like our usage data to third parties without making i mean that clear anywhere,disgust,bad
ROW00185,CUST0355,2026-07-17 22:54:20,call_transcript,so checking whether the new like update changes anything for our uh current honestly workflow,neutral,neutral
ROW00186,CUST0397,2026-07-05 05:26:36,survey_feedback,"Honestly, were just a little disappointed cause the old template feature got taken away, just flagging it.",sadness,bad
ROW00187,CUST0482,2026-04-13 15:24:48,call_transcript,im not confident the honestly new i mean permissions setup is actually secure,fear,bad
ROW00188,CUST0681,2026-08-18 02:23:13,survey_feedback,"Havent really had time to dig into the new features, still just using it for the basics, just flagging it.",neutral,neutral
ROW00189,CUST0575,2026-06-19 02:21:10,call_transcript,so im worried that you know if i migrate my data honestly over to the new plan i might lose everything,fear,bad
ROW00190,CUST0714,2026-03-24 14:33:33,call_transcript,honestly we you know just stopped like seeing the point of it kind of uh sad it didnt work out for us in the end,sadness,bad
ROW00191,CUST0515,2026-05-26 13:54:34,call_transcript,um can someone confirm i mean if our renewal date changed before next quarter uh,neutral,neutral
ROW00192,CUST0619,2026-08-06 00:03:41,survey_feedback,"Just wanted to say, its disappointing watching a tool we used to love slowly stop fitting what we need.",sadness,bad
ROW00193,CUST0321,2026-04-15 21:45:22,call_transcript,your uh api you know rate limit is blocking our entire honestly workflow during our busiest hours,anger,bad
ROW00194,CUST0156,2026-05-04 17:36:16,survey_feedback,"Just wanted to say, a bit concerned about the response times lately, our tickets have been sitting longer than usual.",fear,bad
ROW00195,CUST0683,2026-08-05 01:00:25,call_transcript,honestly loving how simple this is for a one person shop um does like exactly what i need,joy,good
ROW00196,CUST0051,2026-04-19 15:36:17,survey_feedback,"So the new integration took five minutes to set up and just worked, just flagging it.",joy,good
ROW00197,CUST0620,2026-02-25 23:14:42,call_transcript,um not sure what happens to uh our account if the payment fails again next month honestly,fear,bad
ROW00198,CUST0386,2026-03-13 13:16:57,survey_feedback,"Quick note, whats the difference between the pro and enterprise support tiers exactly.",neutral,neutral
ROW00199,CUST0160,2026-07-19 07:55:38,call_transcript,so a bit um concerned about honestly the response times lately our tickets have been i mean sitting longer than usual,fear,bad
ROW00200,CUST0477,2026-08-14 18:46:47,call_transcript,so does the pro plan honestly include api access or do i need the like enterprise tier for that um,neutral,neutral
ROW00201,CUST0410,2026-03-16 21:18:46,call_transcript,so im concerned uh we wont be able to export everything if we ever need to leave,fear,bad
ROW00202,CUST0257,2026-07-07 01:18:58,call_transcript,your team fixed my ticket within an hour like way faster than i expected,joy,good
ROW00203,CUST0253,2026-07-30 20:21:55,survey_feedback,"Honestly, whats the difference between the pro and enterprise support tiers exactly, figured id mention it.",neutral,neutral
ROW00204,CUST0121,2026-06-16 02:50:37,survey_feedback,"Quick note, still one of the best tools we use day to day, genuinely happy with it, figured id mention it.",joy,good
ROW00205,CUST0358,2026-03-10 16:28:53,survey_feedback,"Just wanted to say, support tried to guilt trip me into staying instead of just helping me cancel, figured id mention it.",disgust,bad
